nom_de_la_commune;code_postal;latitude;longitude
ANGERVILLE;14430;49.2439901;-0.02901195
COLOMBY ANGUERNY;14610;49.26405;-0.41005205
ANISY;14610;49.2531104;-0.3999316
ANNEBAULT;14430;49.24919;0.05469275
ARGANCHY;14400;49.22947575;-0.7304066
ARGENCES;14370;49.13497495;-0.1580992
ARROMANCHES LES BAINS;14117;49.33539195;-0.6217123499999999
ASNELLES;14960;49.33278585;-0.58374485
ASNIERES EN BESSIN;14710;49.36046505;-0.93827795
AUBERVILLE;14640;49.3106392;-0.02744925
AUBIGNY;14700;48.9136228;-0.21537275
AUDRIEU;14250;49.20459545;-0.6015419
LES MONTS D AUNAY;14260;48.9908059;-0.65452095
LES MONTS D AUNAY;14770;48.9908059;-0.65452095
AUTHIE;14280;49.207166799999996;-0.43072645
LES AUTHIEUX SUR CALONNE;14130;49.28417555;0.277959
AUVILLARS;14340;49.2014027;0.0844288
AVENAY;14210;49.0956695;-0.4620602
BALLEROY SUR DROME;14490;49.1940723;-0.8315786
BANNEVILLE LA CAMPAGNE;14940;49.1668753;-0.22755185
MALHERBE SUR AJON;14260;49.0494954;-0.5776549
BANVILLE;14480;49.30866935;-0.48901764999999997
BARBERY;14220;49.015080350000005;-0.34504805
BARBEVILLE;14400;49.27500215;-0.7526851999999999
BARNEVILLE LA BERTRAN;14600;49.391197149999996;0.18023905
BARON SUR ODON;14210;49.1301411;-0.4845712
BAROU EN AUGE;14620;48.9271322;-0.03865185
BASLY;14610;49.27813365;-0.42954254999999997
BASSENEVILLE;14670;49.206906000000004;-0.1367883
BAVENT;14860;49.22807805;-0.1799964
BAYEUX;14400;49.2771689;-0.70163235
BAZENVILLE;14480;49.3008204;-0.5860768000000001
LA BAZOQUE;14490;49.15539265;-0.8796641000000001
BEAUMAIS;14620;48.8963527;-0.06746215
BEAUMESNIL;14380;48.8970647;-0.9676134999999999
BEAUMONT EN AUGE;14950;49.265170299999994;0.112698
BELLENGREVILLE;14370;49.120126;-0.233368
BENERVILLE SUR MER;14910;49.33931665;0.04568525
BENOUVILLE;14970;49.24222725;-0.28961265
SOULEUVRE EN BOCAGE;14260;48.9615965;-0.8399573499999999
SOULEUVRE EN BOCAGE;14350;48.9615965;-0.8399573499999999
BENY SUR MER;14440;49.287949499999996;-0.43476420000000005
BERNESQ;14710;49.273974949999996;-0.9312104
BERNIERES D AILLY;14170;48.9485258;-0.10574195
BERNIERES SUR MER;14990;49.31619055;-0.41734445
BIEVILLE BEUVILLE;14112;49.24155925;-0.33808150000000003
BEUVILLERS;14100;49.12759055;0.2489517
BEUVRON EN AUGE;14430;49.1963889;-0.04656895
BLAINVILLE SUR ORNE;14550;49.2287249;-0.304325
BLANGY LE CHATEAU;14130;49.250086249999995;0.28133615
BLAY;14400;49.277401350000005;-0.8349031499999999
BLONVILLE SUR MER;14910;49.322895200000005;0.031612749999999995
LE BO;14690;48.906144499999996;-0.44122669999999997
LA BOISSIERE;14340;49.130243199999995;0.1331403
BONNEBOSQ;14340;49.21730495;0.09437565
BONNEMAISON;14260;49.004113849999996;-0.58564415
BONNEVILLE LA LOUVET;14130;49.274755400000004;0.336398
BONNEVILLE SUR TOUQUES;14800;49.3283321;0.11788870000000001
BONNOEIL;14700;48.92451295;-0.3676044
BONS TASSILLY;14420;48.9575432;-0.23766454999999997
BOUGY;14210;49.1099509;-0.5215050999999999
BOULON;14220;49.0550622;-0.3658725
BOURGEAUVILLE;14430;49.2672321;0.06008605
BOURGUEBUS;14540;49.11738175;-0.2912641
BRANVILLE;14430;49.26842285;0.025106
BREMOY;14260;48.999724;-0.7795104500000001
BRETTEVILLE LE RABET;14190;49.029389050000006;-0.2581641
THUE ET MUE;14210;49.196374750000004;-0.5398419
THUE ET MUE;14250;49.196374750000004;-0.5398419
THUE ET MUE;14740;49.196374750000004;-0.5398419
BRETTEVILLE SUR LAIZE;14680;49.04805;-0.32369780000000004
BRETTEVILLE SUR ODON;14760;49.172824649999995;-0.42116
LE BREUIL EN AUGE;14130;49.227269899999996;0.22203650000000003
LE BREUIL EN BESSIN;14330;49.254720500000005;-0.85806895
LE BREVEDENT;14130;49.22783115;0.29263815
BREVILLE LES MONTS;14860;49.2369219;-0.2177166
BRICQUEVILLE;14710;49.28871225;-0.9578570500000001
BRUCOURT;14160;49.2445353;-0.1028
BUCEELS;14250;49.18863155;-0.6387595500000001
LE BU SUR ROUVRES;14190;49.0340409;-0.17771575
CABOURG;14390;49.28357615;-0.12004625
CAEN;14000;49.184641;-0.3722427
CAGNY;14630;49.15324765;-0.2622426
CAHAGNES;14240;49.06154325;-0.76091825
CAHAGNOLLES;14490;49.163419950000005;-0.7757243
LA CAINE;14210;49.03588435;-0.51472765
CAIRON;14610;49.23173515;-0.4394272
LA CAMBE;14230;49.3398899;-1.0147073999999998
CAMBES EN PLAINE;14610;49.23084115;-0.38426205
CAMBREMER;14340;49.1491449;0.05428865
CAMPAGNOLLES;14500;48.8893395;-0.9370256
CAMPIGNY;14490;49.245832449999995;-0.79910635
CANAPVILLE;14800;49.3172862;0.13668945
CANCHY;14230;49.33181835;-0.98426705
CANTELOUP;14370;49.135853049999994;-0.12062375
CARCAGNY;14740;49.2404767;-0.61208545
CARDONVILLE;14230;49.34715745;-1.0519659
CARPIQUET;14650;49.18717375;-0.4451634
CARTIGNY L EPINAY;14330;49.241596200000004;-1.0033694
CASTILLON;14490;49.196592100000004;-0.8024104000000001
CASTILLON EN AUGE;14140;49.03364075;0.09172305
CAUMONT SUR AURE;14240;49.112984749999995;-0.80534415
CAUVICOURT;14190;49.05038595;-0.25858135000000004
CAUVILLE;14770;48.954437600000006;-0.56017665
CERNAY;14290;49.0155216;0.324401
CESNY AUX VIGNES;14270;49.0854911;-0.12059075
CESNY LES SOURCES;14220;48.964528200000004;-0.37614195
CHOUAIN;14250;49.20847675;-0.64239285
CINTHEAUX;14680;49.064414600000006;-0.28241170000000004
CLARBEC;14130;49.24080425;0.1307794
CLECY;14570;48.9041227;-0.49103925
CLEVILLE;14370;49.14327765;-0.09155925000000001
COLLEVILLE SUR MER;14710;49.3514021;-0.8475193
COLLEVILLE MONTGOMERY;14880;49.2760562;-0.30623795
COLOMBELLES;14460;49.199726850000005;-0.2917699
COLOMBIERES;14710;49.30385135;-0.9841017
COLOMBIERS SUR SEULLES;14480;49.2996336;-0.50214795
COMBRAY;14220;48.94753715;-0.44449479999999997
COMMES;14520;49.3351991;-0.7423129500000001
CONDE SUR IFS;14270;49.037267799999995;-0.1399772
CONDE EN NORMANDIE;14110;48.8851832;-0.5778928
CONDE EN NORMANDIE;14770;48.8851832;-0.5778928
CONDE SUR SEULLES;14400;49.222297850000004;-0.6435906
COQUAINVILLIERS;14130;49.201267;0.19184465
CORDEBUGLE;14100;49.1142524;0.3788787
CORDEY;14700;48.852837949999994;-0.2230969
CORMELLES LE ROYAL;14123;49.1555656;-0.32619385
CORMOLAIN;14240;49.12512865;-0.8770226000000001
COSSESSEVILLE;14690;48.8946514;-0.4229538
COTTUN;14400;49.26781665;-0.7846325
COURCY;14170;48.969530250000005;-0.0352458
COURSEULLES SUR MER;14470;49.3201512;-0.45146965
COURTONNE LA MEURDRAC;14100;49.1208762;0.3305613
COURTONNE LES DEUX EGLISES;14290;49.08556325;0.3754677
COURVAUDON;14260;49.029360249999996;-0.57840165
CREPON;14480;49.314730749999995;-0.5477015999999999
CRESSERONS;14440;49.287958;-0.3544543
CRESSEVEUILLE;14430;49.23862245;0.012842399999999999
CREULLY SUR SEULLES;14480;49.28305935;-0.5633691
CRICQUEBOEUF;14113;49.3913138;0.1382626
CRICQUEVILLE EN AUGE;14430;49.23723685;-0.07403309999999999
CRICQUEVILLE EN BESSIN;14450;49.3783459;-1.0002319499999999
CRISTOT;14250;49.19562795;-0.57411985
CROCY;14620;48.87610615;-0.055832950000000006
CROISILLES;14220;49.0049212;-0.450079
CROUAY;14400;49.27317275;-0.8207413
CULEY LE PATRY;14220;48.956817349999994;-0.5308761
CUSSY;14400;49.28405735;-0.7612327000000001
CUVERVILLE;14840;49.19376125;-0.260989
DAMBLAINVILLE;14620;48.922387900000004;-0.12453430000000001
DANESTAL;14430;49.24443895;0.032764549999999996
DEAUVILLE;14800;49.353933;0.07509275
DEMOUVILLE;14840;49.1751;-0.26055470000000003
LE DETROIT;14690;48.87274805;-0.34563770000000005
DEUX JUMEAUX;14230;49.35536545;-0.9677795
DIVES SUR MER;14160;49.2818016;-0.08944564999999999
DONNAY;14220;48.9463655;-0.42498135000000004
DOUVILLE EN AUGE;14430;49.2648308;-0.0204498
DOUVRES LA DELIVRANDE;14440;49.292354950000004;-0.38745324999999997
DOZULE;14430;49.2296096;-0.0466549
DRUBEC;14130;49.25145325;0.1052258
BEAUFOUR DRUVAL;14340;49.21108515;0.0230308
DUCY STE MARGUERITE;14250;49.22558385;-0.610198
ELLON;14250;49.228165450000006;-0.6845207
EMIEVILLE;14630;49.15493455;-0.2253616
ENGLESQUEVILLE EN AUGE;14800;49.3312107;0.15151665
ENGLESQUEVILLE LA PERCEE;14710;49.3767728;-0.950042
EPANEY;14170;48.9473433;-0.1607031
EPINAY SUR ODON;14310;49.072373;-0.62219795
EPRON;14610;49.219545600000004;-0.36339625
EQUEMAUVILLE;14600;49.40343625;0.20921250000000002
ERAINES;14700;48.90389595;-0.15424795
ERNES;14270;49.011023800000004;-0.1250264
ESCOVILLE;14850;49.2061667;-0.2474071
ESPINS;14220;49.000045;-0.4125101
ESQUAY NOTRE DAME;14210;49.11351915;-0.47572190000000003
ESQUAY SUR SEULLES;14400;49.2694139;-0.6266375
ESSON;14220;48.969133549999995;-0.45800395
ESTREES LA CAMPAGNE;14190;49.0062309;-0.24219230000000003
ETERVILLE;14930;49.14595575;-0.42697474999999996
ETREHAM;14400;49.3229056;-0.79357855
EVRECY;14210;49.09513605;-0.50477615
FALAISE;14700;48.89854975;-0.19261489999999998
FAUGUERNON;14100;49.188767150000004;0.27253784999999997
LE FAULQ;14130;49.23980485;0.32073385
FEUGUEROLLES BULLY;14320;49.112485649999996;-0.40946775
FIERVILLE LES PARCS;14130;49.2437047;0.23217959999999999
FIRFOL;14100;49.153629249999994;0.31880315000000004
FLEURY SUR ORNE;14123;49.1476155;-0.3784074
LA FOLIE;14710;49.2638699;-0.9719439
LA FOLLETIERE ABENON;14290;48.9731516;0.4051735
FONTAINE ETOUPEFOUR;14790;49.1380647;-0.45355425
FONTAINE HENRY;14610;49.279712;-0.46792175
FONTAINE LE PIN;14190;48.973068;-0.29128244999999997
FONTENAY LE MARMION;14320;49.087868650000004;-0.34395605
FONTENAY LE PESNEL;14250;49.17493485;-0.5855812499999999
FORMENTIN;14340;49.20422395;0.13809165
FORMIGNY LA BATAILLE;14710;49.34854645;-0.91532245
FOULOGNES;14240;49.1353385;-0.80660665
FOURCHES;14620;48.856118949999995;-0.0782364
FOURNEAUX LE VAL;14700;48.86279365;-0.2683277
LE FOURNET;14340;49.19956235;0.11066985
FOURNEVILLE;14600;49.356224049999994;0.23308815
FRENOUVILLE;14630;49.1314026;-0.24627345
LE FRESNE CAMILLY;14480;49.256208900000004;-0.49245615
FRESNE LA MERE;14700;48.886868;-0.1251287
FRESNEY LE PUCEUX;14680;49.064539800000006;-0.3448589
FRESNEY LE VIEUX;14220;49.005626050000004;-0.3869281
FUMICHON;14590;49.1722309;0.37588895
GAVRUS;14210;49.11633825;-0.5068897
GEFOSSE FONTENAY;14230;49.36436445;-1.0830639
GENNEVILLE;14600;49.35683775;0.27621075
GIBERVILLE;14730;49.17650965;-0.2862916
GLANVILLE;14950;49.272721849999996;0.0687694
GLOS;14100;49.12373425;0.28045705
GONNEVILLE SUR HONFLEUR;14600;49.3829457;0.23918765000000003
GONNEVILLE SUR MER;14510;49.2917709;-0.0352253
GONNEVILLE EN AUGE;14810;49.25947185;-0.18870395
GOUSTRANVILLE;14430;49.2228989;-0.11182510000000001
GOUVIX;14680;49.03595305;-0.30893905
GRAINVILLE LANGANNERIE;14190;49.00738895;-0.26969995
GRAINVILLE SUR ODON;14210;49.13759715;-0.5332178999999999
GRANDCAMP MAISY;14450;49.3726828;-1.0515561
GRANGUES;14160;49.26267;-0.060931849999999996
GRAYE SUR MER;14470;49.33009615;-0.487761
GRENTHEVILLE;14540;49.14700605;-0.29231304999999996
GRIMBOSQ;14220;49.048200300000005;-0.44246094999999996
GUERON;14400;49.2501192;-0.7104871
HERMANVILLE SUR MER;14880;49.28323;-0.3223355
HERMIVAL LES VAUX;14100;49.1656742;0.29786975
HEROUVILLE ST CLAIR;14200;49.20420944999999;-0.33236869999999996
HEROUVILLETTE;14850;49.21540735;-0.26149095
HEULAND;14430;49.263722;-0.0024233500000000003
LA HOGUETTE;14700;48.8567939;-0.1641563
HONFLEUR;14600;49.408476199999996;0.22953655
L HOTELLERIE;14100;49.140889200000004;0.40786355
HOTOT EN AUGE;14430;49.176293799999996;-0.08137105
HOTTOT LES BAGUES;14250;49.1453475;-0.654462
LA HOUBLONNIERE;14340;49.12472365;0.09468689999999999
HOULGATE;14510;49.297095;-0.0673657
IFS;14123;49.1443683;-0.3384796
ISIGNY SUR MER;14230;49.2852423;-1.0570286
ISIGNY SUR MER;14330;49.2852423;-1.0570286
LES ISLES BARDEL;14690;48.83711255;-0.3506584
JANVILLE;14670;49.1644353;-0.16284295
JORT;14170;48.9751342;-0.07997525
JUAYE MONDAYE;14250;49.205140099999994;-0.68606335
DIALAN SUR CHAINE;14260;49.00286095;-0.74435505
JUVIGNY SUR SEULLES;14250;49.1558112;-0.6037226499999999
LAIZE CLINCHAMPS;14320;49.081174649999994;-0.39625195
LANDELLES ET COUPIGNY;14380;48.896800549999995;-1.0013212
LANDES SUR AJON;14310;49.07379825;-0.56869
LANGRUNE SUR MER;14830;49.31365375;-0.3802362
PONTS SUR SEULLES;14480;49.284777399999996;-0.51129725
TERRES DE DRUANCE;14770;48.92784495;-0.65348825
LEAUPARTIE;14340;49.1799587;0.04991805
LEFFARD;14700;48.9165159;-0.29537389999999997
LESSARD ET LE CHENE;14140;49.07013945;0.12925285
LINGEVRES;14250;49.17379415;-0.67864455
LION SUR MER;14780;49.3010568;-0.33295145
LISIEUX;14100;49.14769665;0.24262825
LISON;14330;49.2436894;-1.05567805
LISORES;14140;48.957188099999996;0.21280575
LITTEAU;14490;49.153651249999996;-0.9094252
LE MOLAY LITTRY;14330;49.2343986;-0.87962825
LIVAROT PAYS D AUGE;14140;49.001383399999995;0.2230776
LIVAROT PAYS D AUGE;14290;49.001383399999995;0.2230776
LES LOGES;14240;49.04533265;-0.8036966000000001
LES LOGES SAULCES;14700;48.865234;-0.30653635
LONGUES SUR MER;14400;49.329788050000005;-0.6910675
LONGUEVILLE;14230;49.33291575;-0.95421335
LONGVILLERS;14310;49.044693800000005;-0.64446895
LOUCELLES;14250;49.227733549999996;-0.5763212
LOUVAGNY;14170;48.950618250000005;-0.046541200000000005
LOUVIGNY;14111;49.1532598;-0.3959415
LUC SUR MER;14530;49.307510449999995;-0.3562207
MAGNY EN BESSIN;14400;49.312193;-0.66697025
MAISONCELLES PELVEY;14310;49.05979085;-0.67147835
MAISONCELLES SUR AJON;14210;49.059264999999996;-0.5401507999999999
MAISONS;14400;49.31498175;-0.7524586
MAIZET;14210;49.07359195;-0.4577849
MAIZIERES;14190;49.0103067;-0.16943415
MALTOT;14930;49.132915350000005;-0.42626664999999997
MANDEVILLE EN BESSIN;14710;49.3065239;-0.8642669000000001
MANERBE;14340;49.179159999999996;0.1405645
MANNEVILLE LA PIPARD;14130;49.264737600000004;0.22877435000000002
LE MANOIR;14400;49.2903035;-0.60141365
MANVIEUX;14117;49.335176849999996;-0.6585071
LE MARAIS LA CHAPELLE;14620;48.882888699999995;-0.02266495
MAROLLES;14100;49.1403149;0.37058084999999996
MARTAINVILLE;14220;48.944806299999996;-0.35099415
MARTIGNY SUR L ANTE;14700;48.8909369;-0.28993415
MOULINS EN BESSIN;14480;49.251638;-0.5574304
MOULINS EN BESSIN;14740;49.251638;-0.5574304
MATHIEU;14920;49.25505335;-0.3637975
ST MARTIN DE MAY;14320;49.0964312;-0.3772765
MERVILLE FRANCEVILLE PLAGE;14810;49.2666737;-0.197236
MERY BISSIERES EN AUGE;14370;49.13112435;-0.0765712
MESLAY;14220;48.9531758;-0.3933046
LE MESNIL AU GRAIN;14260;49.046896000000004;-0.6115741
LE MESNIL EUDES;14100;49.0930082;0.17661335
LE MESNIL GUILLAUME;14100;49.105453749999995;0.28207605
LE MESNIL ROBERT;14380;48.8801468;-0.97322325
LE MESNIL SIMON;14140;49.0895607;0.11165225000000001
LE MESNIL SUR BLANGY;14130;49.25913075;0.26368375
LE MESNIL VILLEMENT;14690;48.85730905;-0.3816473
MEUVAINES;14960;49.324383600000004;-0.5767614
MEZIDON VALLEE D AUGE;14140;49.08598515;-0.016911149999999993
MEZIDON VALLEE D AUGE;14270;49.08598515;-0.016911149999999993
MEZIDON VALLEE D AUGE;14340;49.08598515;-0.016911149999999993
MEZIDON VALLEE D AUGE;14370;49.08598515;-0.016911149999999993
LES MONCEAUX;14100;49.1087491;0.13015345
MONCEAUX EN BESSIN;14400;49.25208035;-0.6874409
MONDEVILLE;14120;49.170743650000006;-0.30974104999999996
MONDRAINVILLE;14210;49.140952;-0.51174495
MONFREVILLE;14230;49.31070255;-1.03497775
MONTFIQUET;14490;49.1886559;-0.9032438
MONTIGNY;14210;49.04145445;-0.5349879
MONTREUIL EN AUGE;14340;49.168718049999995;0.06718365
MONTS EN BESSIN;14310;49.11822885;-0.6167495000000001
MORTEAUX COULIBOEUF;14620;48.92446445;-0.0797214
MOSLES;14400;49.30772165;-0.81956545
MOUEN;14790;49.1477496;-0.4873771
MOULINES;14220;48.992193150000006;-0.34798125
MOULT CHICHEBOVILLE;14370;49.1122433;-0.18979495000000002
LES MOUTIERS EN AUGE;14620;48.89654335;0.01147935
LES MOUTIERS EN CINGLAIS;14220;49.02186075;-0.43901635
MOYAUX;14590;49.1974453;0.3490478
MUTRECY;14220;49.0669838;-0.42404739999999996
NONANT;14400;49.23779465;-0.6462034
NOROLLES;14100;49.20251785;0.23762945000000002
NORON L ABBAYE;14700;48.8958233;-0.2431373
NORON LA POTERIE;14490;49.223655199999996;-0.77561065
NORREY EN AUGE;14620;48.912863349999995;-0.016352250000000002
NOTRE DAME DE LIVAYE;14340;49.11847945;0.04424095
NOTRE DAME D ESTREES CORBON;14340;49.1356964;-0.014511199999999998
VAL D ARRY;14210;49.11111085;-0.57000735
VAL D ARRY;14310;49.11111085;-0.57000735
OLENDON;14170;48.96889145;-0.1685095
ORBEC;14290;49.026080750000006;0.3824174
OSMANVILLE;14230;49.333102499999995;-1.08646195
OUEZY;14270;49.0853139;-0.10377105
OUFFIERES;14220;49.024613;-0.49076965
OUILLY DU HOULEY;14590;49.16345595;0.33546395
OUILLY LE TESSON;14190;48.991210949999996;-0.2132077
OUILLY LE VICOMTE;14100;49.1785217;0.2124089
OUISTREHAM;14150;49.2709145;-0.25641905
PARFOURU SUR ODON;14310;49.089524850000004;-0.61004035
PENNEDEPIE;14600;49.3976737;0.16204210000000002
PERIERS EN AUGE;14160;49.2644086;-0.09345055
PERIERS SUR LE DAN;14112;49.25749255;-0.33664015
PERIGNY;14770;48.918004749999994;-0.60539815
PERRIERES;14170;48.95730035;-0.12758595
PERTHEVILLE NERS;14700;48.8746828;-0.10887745000000001
PETIVILLE;14390;49.24122785;-0.16880689999999998
PIERREFITTE EN AUGE;14130;49.25625665;0.19924975
PIERREFITTE EN CINGLAIS;14690;48.90664355;-0.38559315
PIERREPONT;14690;48.885078199999995;-0.32404265
LE PIN;14590;49.2123601;0.3448162
PLANQUERY;14490;49.164497999999995;-0.8288027
PLUMETOT;14440;49.27843775;-0.36258175000000004
LA POMMERAYE;14690;48.9101882;-0.41627455
PONT BELLANGER;14380;48.936090050000004;-0.98327835
PONTECOULANT;14110;48.88764635;-0.58317715
PONT L EVEQUE;14130;49.290489050000005;0.1828793
PORT EN BESSIN HUPPAIN;14520;49.3387769;-0.77266485
POTIGNY;14420;48.9713147;-0.24618299999999999
PREAUX BOCAGE;14210;49.05229315;-0.508392
LE PRE D AUGE;14340;49.1523303;0.13799895
PRETREVILLE;14140;49.07257045;0.2526438
PUTOT EN AUGE;14430;49.2133331;-0.06517305000000001
BELLE VIE EN AUGE;14270;49.11836865;-0.019158800000000004
BELLE VIE EN AUGE;14340;49.11836865;-0.019158800000000004
QUETTEVILLE;14130;49.3449425;0.30064635
RANCHY;14400;49.25517145;-0.7626982
RANVILLE;14860;49.2277564;-0.26429444999999996
RAPILLY;14690;48.8587929;-0.34601795
REPENTIGNY;14340;49.19816635;0.04155725
REUX;14130;49.275261799999996;0.15314594999999998
REVIERS;14470;49.2976532;-0.46469175
LA RIVIERE ST SAUVEUR;14600;49.40855995;0.26405145
CASTINE EN PLAINE;14540;49.10923975;-0.30526185
ROCQUES;14100;49.1692817;0.2511645
LA ROQUE BAIGNARD;14340;49.178038799999996;0.0916009
ROSEL;14740;49.22306905;-0.4494753
ROTS;14740;49.21529995;-0.49125379999999996
ROTS;14980;49.21529995;-0.49125379999999996
ROUVRES;14190;49.00262425;-0.1851968
RUBERCY;14710;49.2831397;-0.8799379
RUMESNIL;14340;49.1874464;0.0192738
RYES;14400;49.3157784;-0.62934585
LE CASTELET;14540;49.08700325;-0.28105335
ST ANDRE D HEBERTOT;14130;49.3005262;0.2862371
ST ANDRE SUR ORNE;14320;49.123407150000006;-0.38931530000000003
ST ARNOULT;14800;49.3306521;0.09193314999999999
ST AUBIN D ARQUENAY;14970;49.261657;-0.2844008
ST AUBIN DES BOIS;14380;48.833570949999995;-1.13394905
ST AUBIN SUR MER;14750;49.3224737;-0.3913933
ST BENOIT D HEBERTOT;14130;49.3245371;0.27658945
ST COME DE FRESNE;14960;49.323174800000004;-0.6022657
ST CONTEST;14280;49.2139327;-0.40013825000000003
STE CROIX SUR MER;14480;49.31640315;-0.50952855
VALORBIQUET;14290;49.061285;0.33352445
ST DENIS DE MAILLOC;14100;49.098676100000006;0.31709855
ST DENIS DE MERE;14110;48.86257175;-0.50275305
ST DESIR;14100;49.14665465;0.19199845
ST ETIENNE LA THILLAYE;14950;49.29506125;0.11685190000000001
VAL DE VIE;14140;48.957049299999994;0.16205335
ST GATIEN DES BOIS;14130;49.3511099;0.19263260000000001
SEULLINE;14260;49.03171915;-0.69748495
SEULLINE;14310;49.03171915;-0.69748495
AURSEULLES;14240;49.099444;-0.672222
AURSEULLES;14250;49.099444;-0.672222
ST GERMAIN DE LIVET;14100;49.0796495;0.1973626
ST GERMAIN DU PERT;14230;49.3298601;-1.04268015
ST GERMAIN LA BLANCHE HERBE;14280;49.19611485;-0.42268715
ST GERMAIN LANGOT;14700;48.9222962;-0.32826615
ST GERMAIN LE VASSON;14190;49.0006676;-0.30194175
STE HONORINE DE DUCY;14240;49.13785475;-0.7855351500000001
AURE SUR MER;14520;49.33561715;-0.8111039
AURE SUR MER;14710;49.33561715;-0.8111039
STE HONORINE DU FAY;14210;49.07143935;-0.48741255
ST HYMER;14130;49.24081075;0.1646264
ST JEAN DE LIVET;14100;49.09324985;0.24255585000000002
ST JOUIN;14430;49.21942555;-0.01153365
ST JULIEN SUR CALONNE;14130;49.287319600000004;0.22956949999999998
ST LAMBERT;14570;48.9364784;-0.5355416
ST LAURENT DE CONDEL;14220;49.03027605;-0.3885213
ST LAURENT SUR MER;14710;49.3578056;-0.8769084
ST LEGER DUBOSQ;14430;49.23133085;-0.01421805
ST LOUET SUR SEULLES;14310;49.0971896;-0.6777663
ST LOUP HORS;14400;49.260319300000006;-0.7275604499999999
ST MANVIEU NORREY;14740;49.1861935;-0.5024975
ST MARCOUF;14330;49.2551513;-1.00239985
STE MARGUERITE D ELLE;14330;49.21927235;-0.9908620499999999
STE MARIE OUTRE L EAU;14380;48.93023395;-1.02867395
ST MARTIN AUX CHARTRAINS;14130;49.305714300000005;0.15470235
ST MARTIN DE BIENFAITE LA CRESSONNIERE;14290;49.03135655;0.35215640000000004
ST MARTIN DE BLAGNY;14710;49.247290250000006;-0.9358472499999999
ST MARTIN DE LA LIEUE;14100;49.1109825;0.22309695000000002
ST MARTIN DE MAILLOC;14100;49.0889535;0.28300435
ST MARTIN DE MIEUX;14700;48.8712725;-0.24241495000000002
ST MARTIN DES ENTREES;14400;49.257180500000004;-0.66592635
ST OMER;14220;48.92959075;-0.44258735
ST OUEN DU MESNIL OGER;14670;49.160778050000005;-0.11867955
ST OUEN LE PIN;14340;49.1501293;0.1035876
ST PAIR;14670;49.164758750000004;-0.1869687
ST PAUL DU VERNAY;14490;49.198801;-0.75321805
ST PHILBERT DES CHAMPS;14130;49.211927;0.27019380000000004
ST PIERRE AZIF;14950;49.293633549999996;0.0377329
ST PIERRE CANIVET;14700;48.92126165;-0.2233507
ST PIERRE DES IFS;14100;49.1144379;0.16796605
ST PIERRE DU BU;14700;48.8642579;-0.20640785
ST PIERRE DU FRESNE;14260;49.034639999999996;-0.76621485
ST PIERRE DU JONQUET;14670;49.162518000000006;-0.13986284999999998
ST PIERRE DU MONT;14450;49.379103;-0.9767987499999999
ST PIERRE EN AUGE;14140;48.9873325;0.0252265
ST PIERRE EN AUGE;14170;48.9873325;0.0252265
ST REMY;14570;48.9413583;-0.48887835
ST SAMSON;14670;49.19101285000001;-0.15179705
NOUES DE SIENNE;14380;48.829717349999996;-1.0280391500000001
ST SYLVAIN;14190;49.05311475;-0.21409135
ST VAAST EN AUGE;14640;49.29095165;0.004268899999999999
ST VAAST SUR SEULLES;14250;49.137679649999995;-0.63135885
ST VIGOR LE GRAND;14400;49.29099135;-0.6752736500000001
SALLEN;14240;49.1168152;-0.8429196
SALLENELLES;14121;49.2617271;-0.2342609
SANNERVILLE;14940;49.18609615;-0.22619879999999998
SAON;14330;49.27266215;-0.86579105
SAONNET;14330;49.27461375;-0.8833102
SASSY;14170;48.986383000000004;-0.14219130000000002
VAL DE DROME;14240;49.057164;-0.82954885
VAL DE DROME;14350;49.057164;-0.82954885
SOIGNOLLES;14190;49.031260849999995;-0.21564840000000002
SOLIERS;14540;49.1314778;-0.28980269999999997
SOMMERVIEU;14400;49.293849;-0.6445024500000001
SOULANGY;14700;48.94004185;-0.2165966
SOUMONT ST QUENTIN;14420;48.9789917;-0.2321588
SUBLES;14400;49.2378734;-0.74773935
SULLY;14400;49.3014584;-0.74180095
SURRAIN;14710;49.326764350000005;-0.8575820000000001
SURVILLE;14130;49.302358;0.22521929999999998
TESSEL;14250;49.150591250000005;-0.5684589
THAON;14610;49.25531815;-0.4454038
LE THEIL EN AUGE;14130;49.34831815;0.2506821
THURY HARCOURT LE HOM;14220;48.987063;-0.52219815
TILLY SUR SEULLES;14250;49.1715663;-0.62405005
LE TORQUESNE;14130;49.218038;0.17052365
TOUFFREVILLE;14940;49.20219995;-0.22552685
TOUQUES;14800;49.35639005;0.10908614999999999
TOUR EN BESSIN;14400;49.2937164;-0.78207195
TOURGEVILLE;14800;49.3236643;0.081651
TOURNIERES;14330;49.2307072;-0.9360311
TOURVILLE EN AUGE;14130;49.319531299999994;0.1956231
TOURVILLE SUR ODON;14210;49.138214399999995;-0.4986197
TRACY BOCAGE;14310;49.073345700000004;-0.6902853
TRACY SUR MER;14117;49.33001155;-0.64401245
TREPREL;14690;48.90039815;-0.34812319999999997
TREVIERES;14710;49.3001887;-0.91557255
TROARN;14670;49.19409575;-0.18439315
MONTILLIERES SUR ORNE;14210;49.0456876;-0.4816945
LE TRONQUAY;14490;49.23026845;-0.81870305
TROUVILLE SUR MER;14360;49.3726303;0.1036243
TRUNGY;14490;49.19134325;-0.7260024
URVILLE;14190;49.026700899999994;-0.29670725
USSY;14420;48.9458587;-0.29051545
